Effective_Signal,Noise,Raw_Signal,Exposure_Time,Subframe_Index
2.9660645,13.552091882870805,276.3419,0.00144,8
3.0048218,13.44892988470766,276.3224,0.001472,0
2.9902039,13.400504841642583,276.15225,0.001472,1
2.9768372,13.593792311962272,276.23425,0.001472,2
3.1426392,13.455279560316916,276.31122,0.001472,3
3.125824,13.406444512709525,276.155,0.001472,4
3.0930176,13.579003825756768,276.3882,0.001472,5
3.0294495,13.462211873959989,276.1576,0.001472,6
3.0039978,13.387464269538524,275.956,0.001472,7
3.0151978,13.579363928430446,276.39102,0.001472,8
3.0732727,13.437256893544083,276.39084,0.001504,0
3.0610657,13.398337482104758,276.2231,0.001504,1
3.063324,13.59701974903384,276.32074,0.001504,2
3.0454712,13.474286777470965,276.21405,0.001504,3
3.0180054,13.411595194772344,276.04718,0.001504,4
3.0025635,13.586041337933723,276.29776,0.001504,5
3.072815,13.478092806478893,276.20096,0.001504,6
3.0543823,13.40469524990893,276.00638,0.001504,7
3.0470886,13.59070783700085,276.4229,0.001504,8
3.064331,13.441785825297668,276.3819,0.001536,0
3.057495,13.401316758532296,276.21954,0.001536,1
3.0400696,13.604406574291254,276.2975,0.001536,2
3.1574707,13.47064933585708,276.32605,0.001536,3
3.1323547,13.413178567577202,276.16153,0.001536,4
3.1066895,13.579187248841487,276.4019,0.001536,5
3.1238098,13.477591090394219,276.25195,0.001536,6
3.1063538,13.407915943484738,276.05835,0.001536,7
3.1016235,13.589893222712831,276.47745,0.001536,8
3.1897583,13.463316458565762,276.50732,0.001568,0
3.1806946,13.41941360375851,276.34274,0.001568,1
3.17865,13.626591326648237,276.43607,0.001568,2
3.185089,13.503910954352303,276.35367,0.001568,3
3.1505737,13.431790615879613,276.17975,0.001568,4
3.144928,13.617839617848647,276.44012,0.001568,5
3.2420654,13.497395388747307,276.3702,0.001568,6
3.2140503,13.41769131494096,276.16605,0.001568,7
3.2295227,13.599335465478424,276.60535,0.001568,8
3.2043457,13.464224133095293,276.5219,0.0016,0
3.1860046,13.424920342397549,276.34805,0.0016,1
3.1755066,13.633012483312568,276.43292,0.0016,2
3.2368774,13.489075263676467,276.40546,0.0016,3
3.2178345,13.443582292568596,276.247,0.0016,4
3.1791077,13.614115859489011,276.4743,0.0016,5
3.2722473,13.514158370511847,276.4004,0.0016,6
3.2485657,13.433833895095422,276.20056,0.0016,7
3.270111,13.615730252374373,276.64594,0.0016,8
3.3770752,13.478965414830462,276.69464,0.001632,0
3.3641968,13.42774586712172,276.52625,0.001632,1
3.3638916,13.625922371868672,276.6213,0.001632,2
3.3807678,13.529057450047842,276.54935,0.001632,3
3.357666,13.47110789356888,276.38684,0.001632,4
3.329895,13.64214992006973,276.6251,0.001632,5
3.44516,13.534584419174166,276.5733,0.001632,6
3.4076233,13.459310822083287,276.35962,0.001632,7
3.4078674,13.642833710539971,276.7837,0.001632,8
3.4230957,13.505095112208064,276.74066,0.001664,0
